sample	group	seqs_pct	seqs	bases_pct	bases
roundab/frag/neb+rlb/1	bacteria	0.30	279	0.61	110898
roundab/frag/neb+rlb/1	rna-viruses	0.20	180	0.37	68244
roundab/frag/neb+rlb/1	human	0.19	177	0.42	77114
roundab/frag/neb+rlb/1	dna-viruses	0.02	20	0.06	11620
roundab/frag/neb+rlb/1	ambiguous	0.00	2	0.01	1920
roundab/frag/neb+rlb/2	unclassified	99.44	100144	98.84	19695647
roundab/frag/neb+rlb/2	bacteria	0.23	230	0.43	86664
roundab/frag/neb+rlb/2	human	0.16	161	0.36	71650
roundab/frag/neb+rlb/2	rna-viruses	0.14	142	0.25	50210
roundab/frag/neb+rlb/2	dna-viruses	0.03	31	0.11	21307
roundab/frag/neb+rlb/2	ambiguous	0.00	2	0.01	1180
roundab/frag/neb+rlb/neg	unclassified	96.22	1246	94.85	815439
roundab/frag/neb+rlb/neg	human	2.47	32	2.95	25331
roundab/frag/neb+rlb/neg	rna-viruses	0.62	8	1.29	11095
roundab/frag/neb+rlb/neg	bacteria	0.54	7	0.68	5830
roundab/frag/neb+rlb/neg	dna-viruses	0.15	2	0.24	2031
roundab/frag/neb+rlb/neg	ambiguous	0.00	0	0.00	0
smart9n/full/neb/1	human	41.75	264397	39.74	240430768
smart9n/full/neb/1	unclassified	26.28	166443	25.17	152243565
smart9n/full/neb/1	dna-viruses	12.70	80458	12.93	78244334
smart9n/full/neb/1	bacteria	9.93	62890	10.66	64488066
smart9n/full/neb/1	rna-viruses	8.79	55677	10.03	60707742
smart9n/full/neb/1	ambiguous	0.54	3421	1.46	8848556
smart9n/full/neb/2	human	41.36	164607	39.23	141989646
smart9n/full/neb/2	unclassified	27.58	109760	26.24	94955882
smart9n/full/neb/2	dna-viruses	12.63	50263	13.14	47565113
smart9n/full/neb/2	bacteria	9.99	39761	10.81	39110215
smart9n/full/neb/2	rna-viruses	7.97	31720	9.26	33515513
smart9n/full/neb/2	ambiguous	0.47	1863	1.32	4778282
smart9n/full/neb/neg	unclassified	87.71	16344	61.84	5895064
smart9n/full/neb/neg	bacteria	6.37	1187	18.26	1741004
smart9n/full/neb/neg	human	4.58	854	14.07	1341214
smart9n/full/neb/neg	rna-viruses	0.57	107	2.06	196667
smart9n/full/neb/neg	dna-viruses	0.42	79	1.48	140982
smart9n/full/neb/neg	ambiguous	0.34	64	2.28	217487
smart9n/full/rlb/1	unclassified	89.93	7218	66.62	2708779
smart9n/full/rlb/1	human	5.17	415	16.50	671027
smart9n/full/rlb/1	rna-viruses	1.73	139	6.15	250169
smart9n/full/rlb/1	dna-viruses	1.62	130	4.36	177200
smart9n/full/rlb/1	bacteria	1.17	94	4.10	166556
smart9n/full/rlb/1	ambiguous	0.37	30	2.27	92228
smart9n/full/rlb/2	unclassified	91.64	8479	71.32	3098266
smart9n/full/rlb/2	human	4.06	376	13.79	599203
smart9n/full/rlb/2	bacteria	1.37	127	4.65	201843
smart9n/full/rlb/2	rna-viruses	1.35	125	4.47	194081
smart9n/full/rlb/2	dna-viruses	1.33	123	4.08	177193
smart9n/full/rlb/2	ambiguous	0.25	23	1.69	73580
smart9n/full/rlb/neg	unclassified	90.01	4531	65.71	1738592
smart9n/full/rlb/neg	human	5.50	277	18.13	479756
smart9n/full/rlb/neg	rna-viruses	1.49	75	4.95	130966
smart9n/full/rlb/neg	dna-viruses	1.43	72	4.63	122460
smart9n/full/rlb/neg	bacteria	1.17	59	4.19	110929
smart9n/full/rlb/neg	ambiguous	0.40	20	2.39	63148
smart9n/full/neb+rlb/1	unclassified	57.47	28051	37.01	13250801
smart9n/full/neb+rlb/1	human	26.20	12790	35.40	12673181
smart9n/full/neb+rlb/1	dna-viruses	6.37	3108	9.52	3408149
smart9n/full/neb+rlb/1	bacteria	5.07	2474	7.94	2842580
smart9n/full/neb+rlb/1	rna-viruses	3.92	1915	6.91	2475330
smart9n/full/neb+rlb/1	ambiguous	0.97	472	3.21	1150429
smart9n/full/neb+rlb/2	unclassified	52.66	20783	34.49	11212917
smart9n/full/neb+rlb/2	human	28.69	11321	36.39	11829479
smart9n/full/neb+rlb/2	dna-viruses	7.20	2843	10.07	3274202
smart9n/full/neb+rlb/2	bacteria	5.99	2364	8.81	2862455
smart9n/full/neb+rlb/2	rna-viruses	4.56	1801	7.28	2366924
smart9n/full/neb+rlb/2	ambiguous	0.89	353	2.96	960877
smart9n/frag/neb/1	human	39.25	364571	37.89	379028160
smart9n/frag/neb/1	unclassified	25.13	233437	24.06	240645046
smart9n/frag/neb/1	dna-viruses	13.16	122197	13.27	132781567
smart9n/frag/neb/1	bacteria	11.68	108467	12.16	121598122
smart9n/frag/neb/1	rna-viruses	10.09	93719	10.85	108538158
smart9n/frag/neb/1	ambiguous	0.70	6505	1.77	17658167
smart9n/frag/neb/2	human	39.78	199919	37.86	191623300
smart9n/frag/neb/2	unclassified	25.53	128279	24.32	123071969
smart9n/frag/neb/2	dna-viruses	12.31	61844	12.49	63212239
smart9n/frag/neb/2	bacteria	11.11	55808	11.66	59017674
smart9n/frag/neb/2	rna-viruses	10.10	50776	11.04	55869564
smart9n/frag/neb/2	ambiguous	1.17	5874	2.64	13337775
smart9n/frag/rlb/1	unclassified	93.21	7054	74.22	2583716
smart9n/frag/rlb/1	human	3.65	276	13.20	459493
smart9n/frag/rlb/1	rna-viruses	1.20	91	4.73	164783
smart9n/frag/rlb/1	dna-viruses	0.96	73	3.45	120004
smart9n/frag/rlb/1	bacteria	0.71	54	2.44	84951
smart9n/frag/rlb/1	ambiguous	0.26	20	1.96	68147
smart9n/frag/rlb/2	unclassified	92.42	8060	75.07	3373639
smart9n/frag/rlb/2	human	4.27	372	12.73	572111
smart9n/frag/rlb/2	rna-viruses	1.17	102	4.08	183210
smart9n/frag/rlb/2	bacteria	0.91	79	3.13	140626
smart9n/frag/rlb/2	dna-viruses	0.91	79	2.83	127136
smart9n/frag/rlb/2	ambiguous	0.33	29	2.17	97482
smart9n/frag/neb+rlb/1	unclassified	95.31	31289	82.34	11941599
smart9n/frag/neb+rlb/1	human	2.49	818	9.05	1311930
smart9n/frag/neb+rlb/1	rna-viruses	1.03	339	3.42	495842
smart9n/frag/neb+rlb/1	dna-viruses	0.58	190	2.25	325691
smart9n/frag/neb+rlb/1	bacteria	0.45	147	1.96	284687
smart9n/frag/neb+rlb/1	ambiguous	0.13	44	0.98	142376
smart9n/frag/neb+rlb/2	unclassified	96.72	18399	86.04	6616368
smart9n/frag/neb+rlb/2	human	1.63	311	6.85	527151
smart9n/frag/neb+rlb/2	rna-viruses	0.83	157	2.93	225682
smart9n/frag/neb+rlb/2	dna-viruses	0.38	72	1.73	132872
smart9n/frag/neb+rlb/2	bacteria	0.32	60	1.43	110297
smart9n/frag/neb+rlb/2	ambiguous	0.13	24	1.01	77851
smart9n/full+frag/neb/1	human	40.15	214968	38.35	224405589
smart9n/full+frag/neb/1	unclassified	25.68	137492	25.26	147816248
smart9n/full+frag/neb/1	dna-viruses	12.49	66852	12.58	73605048
smart9n/full+frag/neb/1	bacteria	10.69	57245	11.02	64474914
smart9n/full+frag/neb/1	rna-viruses	10.32	55235	11.14	65186630
smart9n/full+frag/neb/1	ambiguous	0.68	3622	1.65	9674079
smart9n/full+frag/neb/2	human	39.46	393371	37.36	373633259
smart9n/full+frag/neb/2	unclassified	25.93	258479	25.51	255165617
smart9n/full+frag/neb/2	dna-viruses	13.28	132423	13.47	134697700
smart9n/full+frag/neb/2	bacteria	11.16	111238	11.86	118647206
smart9n/full+frag/neb/2	rna-viruses	9.63	95961	10.62	106220995
smart9n/full+frag/neb/2	ambiguous	0.54	5348	1.18	11810380
smart9n/full+frag/rlb/1	unclassified	94.80	12678	77.18	4187270
smart9n/full+frag/rlb/1	human	2.92	390	11.95	648079
smart9n/full+frag/rlb/1	rna-viruses	0.86	115	3.79	205728
smart9n/full+frag/rlb/1	dna-viruses	0.62	83	2.39	129561
smart9n/full+frag/rlb/1	bacteria	0.56	75	2.45	132918
smart9n/full+frag/rlb/1	ambiguous	0.25	33	2.24	121710
smart9n/full+frag/rlb/2	unclassified	94.54	17296	77.36	6047306
smart9n/full+frag/rlb/2	human	2.98	546	11.36	888303
smart9n/full+frag/rlb/2	rna-viruses	0.89	162	3.41	266814
smart9n/full+frag/rlb/2	dna-viruses	0.76	139	2.92	227909
smart9n/full+frag/rlb/2	bacteria	0.52	96	2.45	191393
smart9n/full+frag/rlb/2	ambiguous	0.30	55	2.50	195644
smart9n/full+frag/neb+rlb/1	unclassified	96.69	36700	88.17	14021464
smart9n/full+frag/neb+rlb/1	human	1.85	701	6.32	1004287
smart9n/full+frag/neb+rlb/1	rna-viruses	0.68	260	2.12	337163
smart9n/full+frag/neb+rlb/1	dna-viruses	0.40	152	1.47	233546
smart9n/full+frag/neb+rlb/1	bacteria	0.29	110	1.31	208396
smart9n/full+frag/neb+rlb/1	ambiguous	0.09	34	0.62	98044
smart9n/full+frag/neb+rlb/2	unclassified	96.66	50314	87.99	18415900
smart9n/full+frag/neb+rlb/2	human	1.83	952	6.31	1321179
smart9n/full+frag/neb+rlb/2	rna-viruses	0.73	378	2.23	466100
smart9n/full+frag/neb+rlb/2	dna-viruses	0.39	201	1.42	296540
smart9n/full+frag/neb+rlb/2	bacteria	0.30	155	1.20	250483
smart9n/full+frag/neb+rlb/2	ambiguous	0.10	51	0.85	178163
roundabspike/full/neb/1	human	35.57	576993	35.48	354831745
roundabspike/full/neb/1	bacteria	35.39	574080	33.06	330658310
roundabspike/full/neb/1	unclassified	16.33	264897	15.05	150553535
roundabspike/full/neb/1	rna-viruses	7.45	120877	10.52	105168718
roundabspike/full/neb/1	dna-viruses	4.96	80440	5.23	52352131
roundabspike/full/neb/1	ambiguous	0.30	4857	0.66	6604922
roundabspike/full/neb/2	human	97.29	2374147	98.09	980991177
roundabspike/full/neb/2	unclassified	2.65	64602	1.78	17814610
roundabspike/full/neb/2	ambiguous	0.06	1388	0.12	1245957
roundabspike/full/neb/2	bacteria	0.00	81	0.01	51221
roundabspike/full/neb/2	rna-viruses	0.00	18	0.00	9568
roundabspike/full/neb/2	dna-viruses	0.00	12	0.00	8425
roundabspike/full/neb/3	human	98.37	1164951	98.75	987700353
roundabspike/full/neb/3	bacteria	0.66	7842	0.53	5298890
roundabspike/full/neb/3	unclassified	0.64	7533	0.35	3490155
roundabspike/full/neb/3	rna-viruses	0.14	1665	0.15	1451900
roundabspike/full/neb/3	ambiguous	0.11	1341	0.16	1642874
roundabspike/full/neb/3	dna-viruses	0.08	912	0.06	648902
roundabspike/full/neb/neg	human	93.78	1674	96.74	1529625
roundabspike/full/neb/neg	unclassified	4.26	76	1.69	26741
roundabspike/full/neb/neg	bacteria	1.29	23	0.78	12309
roundabspike/full/neb/neg	rna-viruses	0.56	10	0.62	9853
roundabspike/full/neb/neg	dna-viruses	0.06	1	0.06	1027
roundabspike/full/neb/neg	ambiguous	0.06	1	0.10	1544
roundabspike/frag/neb/1	human	34.68	665001	34.09	340994946
roundabspike/frag/neb/1	bacteria	29.72	569908	28.79	288014813
roundabspike/frag/neb/1	unclassified	22.58	432993	19.37	193732476
roundabspike/frag/neb/1	rna-viruses	8.27	158556	12.78	127825891
roundabspike/frag/neb/1	dna-viruses	4.38	83963	4.15	41540777
roundabspike/frag/neb/1	ambiguous	0.38	7339	0.82	8165367
roundabspike/frag/neb/2	human	97.59	2174039	98.45	984810724
roundabspike/frag/neb/2	unclassified	2.36	52587	1.43	14343726
roundabspike/frag/neb/2	ambiguous	0.05	1100	0.11	1083671
roundabspike/frag/neb/2	bacteria	0.00	30	0.00	23424
roundabspike/frag/neb/2	rna-viruses	0.00	18	0.00	14807
roundabspike/frag/neb/2	dna-viruses	0.00	6	0.00	5860
roundabspike/frag/neb/3	human	97.71	1283905	98.30	983127463
roundabspike/frag/neb/3	unclassified	1.04	13605	0.53	5263853
roundabspike/frag/neb/3	bacteria	0.89	11738	0.68	6816635
roundabspike/frag/neb/3	rna-viruses	0.16	2076	0.19	1918359
roundabspike/frag/neb/3	ambiguous	0.12	1584	0.23	2282479
roundabspike/frag/neb/3	dna-viruses	0.09	1152	0.07	728787
roundabspike/frag/neb/neg	human	97.58	1129363	97.75	416124681
roundabspike/frag/neb/neg	unclassified	2.11	24442	1.70	7217829
roundabspike/frag/neb/neg	ambiguous	0.31	3548	0.55	2350537
roundabspike/frag/neb/neg	rna-viruses	0.00	12	0.00	11705
roundabspike/frag/neb/neg	bacteria	0.00	11	0.00	7990
roundabspike/frag/neb/neg	dna-viruses	0.00	2	0.00	1441
roundabspike/frag/rlb/1	unclassified	93.58	26888	79.12	6259608
roundabspike/frag/rlb/1	human	5.68	1632	18.83	1489649
roundabspike/frag/rlb/1	bacteria	0.58	168	1.26	99977
roundabspike/frag/rlb/1	dna-viruses	0.09	26	0.62	49135
roundabspike/frag/rlb/1	rna-viruses	0.06	18	0.13	10520
roundabspike/frag/rlb/1	ambiguous	0.01	2	0.04	3029
roundabspike/frag/rlb/2	human	99.18	2157538	99.46	994644674
roundabspike/frag/rlb/2	unclassified	0.68	14749	0.39	3924675
roundabspike/frag/rlb/2	bacteria	0.13	2791	0.12	1159059
roundabspike/frag/rlb/2	ambiguous	0.01	176	0.02	167895
roundabspike/frag/rlb/2	dna-viruses	0.01	147	0.01	121364
roundabspike/frag/rlb/2	rna-viruses	0.00	3	0.00	1828
roundabspike/frag/rlb/3	unclassified	94.20	40429	80.96	9525653
roundabspike/frag/rlb/3	human	5.62	2412	18.55	2182331
roundabspike/frag/rlb/3	bacteria	0.12	53	0.30	35166
roundabspike/frag/rlb/3	rna-viruses	0.04	16	0.10	11243
roundabspike/frag/rlb/3	dna-viruses	0.01	5	0.05	5730
roundabspike/frag/rlb/3	ambiguous	0.01	4	0.05	5463
roundabspike/frag/rlb/neg	human	85.13	1305	95.05	1227657
roundabspike/frag/rlb/neg	unclassified	14.16	217	3.97	51273
roundabspike/frag/rlb/neg	bacteria	0.26	4	0.33	4280
roundabspike/frag/rlb/neg	dna-viruses	0.20	3	0.19	2398
roundabspike/frag/rlb/neg	rna-viruses	0.13	2	0.22	2791
roundabspike/frag/rlb/neg	ambiguous	0.13	2	0.25	3198
roundabspike/frag/neb+rlb/1	unclassified	97.32	158829	88.04	30596156
roundabspike/frag/neb+rlb/1	human	2.49	4058	11.50	3994950
roundabspike/frag/neb+rlb/1	bacteria	0.11	180	0.27	95084
roundabspike/frag/neb+rlb/1	rna-viruses	0.06	106	0.12	40288
roundabspike/frag/neb+rlb/1	ambiguous	0.01	14	0.06	19126
roundabspike/frag/neb+rlb/1	dna-viruses	0.01	9	0.02	5902
roundabspike/frag/neb+rlb/2	human	91.93	2443027	94.90	949198182
roundabspike/frag/neb+rlb/2	unclassified	8.03	213455	5.02	50248943
roundabspike/frag/neb+rlb/2	ambiguous	0.03	786	0.06	644914
roundabspike/frag/neb+rlb/2	bacteria	0.00	79	0.00	49490
roundabspike/frag/neb+rlb/2	rna-viruses	0.00	37	0.00	14910
roundabspike/frag/neb+rlb/2	dna-viruses	0.00	13	0.00	9414
roundabspike/frag/neb+rlb/3	unclassified	94.52	232989	82.78	44154575
roundabspike/frag/neb+rlb/3	human	5.32	13111	16.82	8972909
roundabspike/frag/neb+rlb/3	rna-viruses	0.07	176	0.12	65256
roundabspike/frag/neb+rlb/3	bacteria	0.07	168	0.17	91390
roundabspike/frag/neb+rlb/3	ambiguous	0.01	34	0.07	39802
roundabspike/frag/neb+rlb/3	dna-viruses	0.01	17	0.02	12770
roundabspike/frag/neb+rlb/neg	human	96.82	2406310	96.89	968994390
roundabspike/frag/neb+rlb/neg	unclassified	2.70	67046	2.23	22349077
roundabspike/frag/neb+rlb/neg	ambiguous	0.48	11910	0.87	8715697
roundabspike/frag/neb+rlb/neg	rna-viruses	0.00	23	0.00	14426
roundabspike/frag/neb+rlb/neg	bacteria	0.00	6	0.00	7070
roundabspike/frag/neb+rlb/neg	dna-viruses	0.00	1	0.00	619
