sample	group	seqs_pct	seqs	bases_pct	bases
roundab/full/neb/1	unclassified	87.27	1697326	80.99	809916841
roundab/full/neb/1	AdV-3	2.42	47117	3.57	35717778
roundab/full/neb/1	HPIV-2	1.60	31145	2.96	29598550
roundab/full/neb/1	Flu-B	1.51	29416	1.17	11672208
roundab/full/neb/1	AdV-1	1.37	26705	1.74	17436699
roundab/full/neb/1	HPIV-3	0.93	18116	1.86	18643111
roundab/full/neb/1	Flu-A-H1N1-NC	0.89	17401	1.11	11066980
roundab/full/neb/1	HPIV-1	0.59	11491	1.32	13181236
roundab/full/neb/1	ambiguous	0.54	10568	1.06	10631591
roundab/full/neb/1	RSV-A	0.49	9491	0.73	7310265
roundab/full/neb/1	HPIV-4	0.47	9171	0.83	8342550
roundab/full/neb/1	Flu-A-H3N2	0.46	9017	0.69	6872569
roundab/full/neb/1	Flu-A-H1N1-NY	0.46	8870	0.62	6218755
roundab/full/neb/1	AdV-31	0.45	8802	0.53	5260613
roundab/full/neb/1	HRV-1A	0.24	4582	0.38	3848355
roundab/full/neb/1	HMPV	0.18	3551	0.31	3061745
roundab/full/neb/1	HCoV-229E	0.08	1561	0.10	952293
roundab/full/neb/1	SARS-CoV-2	0.03	546	0.03	298193
roundab/full/neb/2	unclassified	86.18	1556939	79.93	799369806
roundab/full/neb/2	AdV-3	2.78	50309	3.69	36888019
roundab/full/neb/2	AdV-1	1.96	35397	2.24	22390664
roundab/full/neb/2	HPIV-2	1.77	32001	3.09	30864155
roundab/full/neb/2	HPIV-3	1.18	21291	2.22	22202041
roundab/full/neb/2	Flu-B	1.16	21030	1.03	10250890
roundab/full/neb/2	Flu-A-H1N1-NC	0.76	13665	1.05	10485128
roundab/full/neb/2	HPIV-1	0.62	11211	1.21	12051354
roundab/full/neb/2	RSV-A	0.60	10804	0.83	8332809
roundab/full/neb/2	Flu-A-H1N1-NY	0.56	10066	0.90	8995411
roundab/full/neb/2	Flu-A-H3N2	0.52	9384	0.76	7620190
roundab/full/neb/2	ambiguous	0.47	8402	0.84	8447067
roundab/full/neb/2	AdV-31	0.38	6876	0.42	4185945
roundab/full/neb/2	HPIV-4	0.37	6732	0.61	6138126
roundab/full/neb/2	HMPV	0.34	6089	0.65	6540711
roundab/full/neb/2	HRV-1A	0.30	5433	0.46	4618662
roundab/full/neb/2	SARS-CoV-2	0.03	552	0.03	327139
roundab/full/neb/2	HCoV-229E	0.03	452	0.03	327951
roundab/full/neb/neg	unclassified	98.39	367	95.93	194964
roundab/full/neb/neg	HPIV-2	0.54	2	0.63	1286
roundab/full/neb/neg	AdV-3	0.27	1	0.28	559
roundab/full/neb/neg	HPIV-3	0.27	1	2.33	4741
roundab/full/neb/neg	RSV-A	0.27	1	0.35	707
roundab/full/neb/neg	ambiguous	0.27	1	0.48	974
roundab/full/neb/neg	AdV-1	0.00	0	0.00	0
roundab/full/neb/neg	AdV-31	0.00	0	0.00	0
roundab/full/neb/neg	Flu-A-H1N1-NC	0.00	0	0.00	0
roundab/full/neb/neg	Flu-A-H1N1-NY	0.00	0	0.00	0
roundab/full/neb/neg	Flu-A-H3N2	0.00	0	0.00	0
roundab/full/neb/neg	Flu-B	0.00	0	0.00	0
roundab/full/neb/neg	HCoV-229E	0.00	0	0.00	0
roundab/full/neb/neg	HMPV	0.00	0	0.00	0
roundab/full/neb/neg	HPIV-1	0.00	0	0.00	0
roundab/full/neb/neg	HPIV-4	0.00	0	0.00	0
roundab/full/neb/neg	HRV-1A	0.00	0	0.00	0
roundab/full/neb/neg	SARS-CoV-2	0.00	0	0.00	0
roundab/frag/neb/1	unclassified	89.61	1921131	84.09	841155485
roundab/frag/neb/1	AdV-3	1.95	41832	2.50	25056428
roundab/frag/neb/1	AdV-1	1.52	32589	1.76	17591114
roundab/frag/neb/1	HPIV-2	1.36	29063	2.63	26346672
roundab/frag/neb/1	Flu-B	1.07	23037	0.86	8572357
roundab/frag/neb/1	HPIV-3	0.99	21289	2.04	20453277
roundab/frag/neb/1	Flu-A-H1N1-NC	0.68	14565	0.98	9756924
roundab/frag/neb/1	RSV-A	0.55	11727	0.88	8848881
roundab/frag/neb/1	ambiguous	0.38	8145	0.85	8502635
roundab/frag/neb/1	AdV-31	0.37	7836	0.41	4090924
roundab/frag/neb/1	Flu-A-H3N2	0.27	5803	0.52	5226024
roundab/frag/neb/1	HPIV-4	0.25	5334	0.46	4570348
roundab/frag/neb/1	HPIV-1	0.25	5311	0.61	6099562
roundab/frag/neb/1	HRV-1A	0.25	5266	0.38	3766170
roundab/frag/neb/1	HMPV	0.24	5093	0.46	4625255
roundab/frag/neb/1	Flu-A-H1N1-NY	0.22	4806	0.44	4415073
roundab/frag/neb/1	HCoV-229E	0.03	656	0.07	678428
roundab/frag/neb/1	SARS-CoV-2	0.02	497	0.05	515917
roundab/frag/neb/neg	unclassified	97.04	525	93.27	231209
roundab/frag/neb/neg	AdV-3	1.11	6	2.19	5439
roundab/frag/neb/neg	Flu-B	0.37	2	0.40	998
roundab/frag/neb/neg	HPIV-1	0.37	2	0.95	2356
roundab/frag/neb/neg	HPIV-3	0.37	2	0.52	1285
roundab/frag/neb/neg	HPIV-4	0.37	2	1.66	4123
roundab/frag/neb/neg	AdV-1	0.18	1	0.65	1618
roundab/frag/neb/neg	HPIV-2	0.18	1	0.34	854
roundab/frag/neb/neg	AdV-31	0.00	0	0.00	0
roundab/frag/neb/neg	Flu-A-H1N1-NC	0.00	0	0.00	0
roundab/frag/neb/neg	Flu-A-H1N1-NY	0.00	0	0.00	0
roundab/frag/neb/neg	Flu-A-H3N2	0.00	0	0.00	0
roundab/frag/neb/neg	HCoV-229E	0.00	0	0.00	0
roundab/frag/neb/neg	HMPV	0.00	0	0.00	0
roundab/frag/neb/neg	HRV-1A	0.00	0	0.00	0
roundab/frag/neb/neg	RSV-A	0.00	0	0.00	0
roundab/frag/neb/neg	SARS-CoV-2	0.00	0	0.00	0
roundab/frag/neb/neg	ambiguous	0.00	0	0.00	0
roundab/frag/rlb/1	unclassified	99.95	161162	99.81	35565550
roundab/frag/rlb/1	Flu-A-H3N2	0.02	29	0.02	8491
roundab/frag/rlb/1	AdV-1	0.01	15	0.04	12622
roundab/frag/rlb/1	AdV-3	0.01	14	0.06	20441
roundab/frag/rlb/1	HPIV-2	0.00	4	0.02	6752
roundab/frag/rlb/1	HPIV-3	0.00	4	0.01	2915
roundab/frag/rlb/1	AdV-31	0.00	2	0.00	1756
roundab/frag/rlb/1	ambiguous	0.00	2	0.01	5143
roundab/frag/rlb/1	Flu-A-H1N1-NC	0.00	1	0.00	1135
roundab/frag/rlb/1	Flu-A-H1N1-NY	0.00	1	0.00	843
roundab/frag/rlb/1	Flu-B	0.00	1	0.00	838
roundab/frag/rlb/1	HCoV-229E	0.00	1	0.00	652
roundab/frag/rlb/1	HMPV	0.00	1	0.00	757
roundab/frag/rlb/1	HPIV-1	0.00	1	0.00	837
roundab/frag/rlb/1	HPIV-4	0.00	1	0.00	569
roundab/frag/rlb/1	HRV-1A	0.00	1	0.00	342
roundab/frag/rlb/1	RSV-A	0.00	1	0.01	2318
roundab/frag/rlb/1	SARS-CoV-2	0.00	1	0.00	321
roundab/frag/rlb/2	unclassified	99.91	69675	99.52	15021853
roundab/frag/rlb/2	AdV-1	0.03	19	0.19	28127
roundab/frag/rlb/2	Flu-A-H3N2	0.02	14	0.04	5665
roundab/frag/rlb/2	AdV-3	0.02	12	0.07	10922
roundab/frag/rlb/2	HPIV-2	0.01	4	0.03	4229
roundab/frag/rlb/2	ambiguous	0.01	4	0.08	11510
roundab/frag/rlb/2	AdV-31	0.00	2	0.01	1407
roundab/frag/rlb/2	HPIV-1	0.00	2	0.03	4917
roundab/frag/rlb/2	HPIV-3	0.00	2	0.02	2838
roundab/frag/rlb/2	RSV-A	0.00	2	0.01	1729
roundab/frag/rlb/2	Flu-A-H1N1-NC	0.00	1	0.01	812
roundab/frag/rlb/2	Flu-B	0.00	1	0.00	347
roundab/frag/rlb/2	SARS-CoV-2	0.00	1	0.00	223
roundab/frag/rlb/2	Flu-A-H1N1-NY	0.00	0	0.00	0
roundab/frag/rlb/2	HCoV-229E	0.00	0	0.00	0
roundab/frag/rlb/2	HMPV	0.00	0	0.00	0
roundab/frag/rlb/2	HPIV-4	0.00	0	0.00	0
roundab/frag/rlb/2	HRV-1A	0.00	0	0.00	0
roundab/frag/rlb/neg	unclassified	99.98	95508	99.96	75590852
roundab/frag/rlb/neg	Flu-A-H1N1-NC	0.00	3	0.01	6010
roundab/frag/rlb/neg	AdV-3	0.00	2	0.00	3672
roundab/frag/rlb/neg	Flu-A-H3N2	0.00	2	0.00	1437
roundab/frag/rlb/neg	HPIV-1	0.00	2	0.01	4286
roundab/frag/rlb/neg	HPIV-2	0.00	2	0.01	4006
roundab/frag/rlb/neg	HRV-1A	0.00	2	0.00	2119
roundab/frag/rlb/neg	RSV-A	0.00	2	0.00	2428
roundab/frag/rlb/neg	Flu-A-H1N1-NY	0.00	1	0.00	1786
roundab/frag/rlb/neg	HCoV-229E	0.00	1	0.00	625
roundab/frag/rlb/neg	HPIV-3	0.00	1	0.00	3128
roundab/frag/rlb/neg	HPIV-4	0.00	1	0.00	577
roundab/frag/rlb/neg	ambiguous	0.00	1	0.00	2975
roundab/frag/rlb/neg	AdV-1	0.00	0	0.00	0
roundab/frag/rlb/neg	AdV-31	0.00	0	0.00	0
roundab/frag/rlb/neg	Flu-B	0.00	0	0.00	0
roundab/frag/rlb/neg	HMPV	0.00	0	0.00	0
roundab/frag/rlb/neg	SARS-CoV-2	0.00	0	0.00	0
roundab/frag/neb+rlb/1	unclassified	99.79	91606	99.57	18196968
roundab/frag/neb+rlb/1	Flu-A-H3N2	0.16	146	0.20	37239
roundab/frag/neb+rlb/1	AdV-1	0.01	10	0.04	7108
roundab/frag/neb+rlb/1	HPIV-3	0.01	9	0.05	9258
roundab/frag/neb+rlb/1	Flu-B	0.01	7	0.02	3257
roundab/frag/neb+rlb/1	AdV-3	0.01	5	0.01	2567
roundab/frag/neb+rlb/1	HPIV-2	0.01	5	0.04	7026
roundab/frag/neb+rlb/1	HMPV	0.00	3	0.02	3524
roundab/frag/neb+rlb/1	HPIV-1	0.00	3	0.02	4034
roundab/frag/neb+rlb/1	RSV-A	0.00	2	0.00	848
roundab/frag/neb+rlb/1	Flu-A-H1N1-NC	0.00	1	0.00	779
roundab/frag/neb+rlb/1	Flu-A-H1N1-NY	0.00	1	0.01	1172
roundab/frag/neb+rlb/1	HCoV-229E	0.00	1	0.00	494
roundab/frag/neb+rlb/1	HPIV-4	0.00	1	0.00	554
roundab/frag/neb+rlb/1	ambiguous	0.00	1	0.01	1203
roundab/frag/neb+rlb/1	AdV-31	0.00	0	0.00	0
roundab/frag/neb+rlb/1	HRV-1A	0.00	0	0.00	0
roundab/frag/neb+rlb/1	SARS-CoV-2	0.00	0	0.00	0
roundab/frag/neb+rlb/2	unclassified	99.84	100549	99.67	19861627
roundab/frag/neb+rlb/2	Flu-A-H3N2	0.11	115	0.15	29034
roundab/frag/neb+rlb/2	AdV-3	0.01	12	0.04	7640
roundab/frag/neb+rlb/2	HPIV-2	0.01	12	0.03	6718
roundab/frag/neb+rlb/2	AdV-1	0.01	9	0.04	8500
roundab/frag/neb+rlb/2	HPIV-3	0.00	5	0.04	7535
roundab/frag/neb+rlb/2	AdV-31	0.00	1	0.00	481
roundab/frag/neb+rlb/2	Flu-A-H1N1-NC	0.00	1	0.00	554
roundab/frag/neb+rlb/2	Flu-A-H1N1-NY	0.00	1	0.00	317
roundab/frag/neb+rlb/2	Flu-B	0.00	1	0.00	557
roundab/frag/neb+rlb/2	HMPV	0.00	1	0.00	337
roundab/frag/neb+rlb/2	HPIV-4	0.00	1	0.00	563
roundab/frag/neb+rlb/2	HRV-1A	0.00	1	0.01	2342
roundab/frag/neb+rlb/2	RSV-A	0.00	1	0.00	453
roundab/frag/neb+rlb/2	HCoV-229E	0.00	0	0.00	0
roundab/frag/neb+rlb/2	HPIV-1	0.00	0	0.00	0
roundab/frag/neb+rlb/2	SARS-CoV-2	0.00	0	0.00	0
roundab/frag/neb+rlb/2	ambiguous	0.00	0	0.00	0
roundab/frag/neb+rlb/neg	unclassified	99.23	1285	98.47	846600
roundab/frag/neb+rlb/neg	Flu-A-H3N2	0.15	2	0.29	2533
roundab/frag/neb+rlb/neg	HPIV-3	0.15	2	0.32	2786
roundab/frag/neb+rlb/neg	AdV-3	0.08	1	0.16	1362
roundab/frag/neb+rlb/neg	AdV-31	0.08	1	0.08	669
roundab/frag/neb+rlb/neg	HPIV-1	0.08	1	0.10	854
roundab/frag/neb+rlb/neg	HPIV-2	0.08	1	0.28	2371
roundab/frag/neb+rlb/neg	HPIV-4	0.08	1	0.08	707
roundab/frag/neb+rlb/neg	RSV-A	0.08	1	0.21	1844
roundab/frag/neb+rlb/neg	AdV-1	0.00	0	0.00	0
roundab/frag/neb+rlb/neg	Flu-A-H1N1-NC	0.00	0	0.00	0
roundab/frag/neb+rlb/neg	Flu-A-H1N1-NY	0.00	0	0.00	0
roundab/frag/neb+rlb/neg	Flu-B	0.00	0	0.00	0
roundab/frag/neb+rlb/neg	HCoV-229E	0.00	0	0.00	0
roundab/frag/neb+rlb/neg	HMPV	0.00	0	0.00	0
roundab/frag/neb+rlb/neg	HRV-1A	0.00	0	0.00	0
roundab/frag/neb+rlb/neg	SARS-CoV-2	0.00	0	0.00	0
roundab/frag/neb+rlb/neg	ambiguous	0.00	0	0.00	0
smart9n/full/neb/1	unclassified	80.92	512465	78.41	474352194
smart9n/full/neb/1	AdV-3	6.21	39355	6.80	41166666
smart9n/full/neb/1	AdV-1	2.54	16116	2.57	15553302
smart9n/full/neb/1	HPIV-2	1.65	10474	1.91	11578890
smart9n/full/neb/1	ambiguous	1.29	8183	1.82	11016640
smart9n/full/neb/1	Flu-A-H1N1-NC	1.04	6594	1.13	6816442
smart9n/full/neb/1	HPIV-3	0.97	6115	1.37	8301899
smart9n/full/neb/1	AdV-31	0.83	5249	0.73	4410863
smart9n/full/neb/1	Flu-B	0.70	4456	0.68	4095255
smart9n/full/neb/1	HMPV	0.52	3324	0.62	3720700
smart9n/full/neb/1	HRV-1A	0.52	3288	0.57	3464133
smart9n/full/neb/1	HPIV-1	0.51	3240	0.75	4522634
smart9n/full/neb/1	HCoV-229E	0.47	2979	0.56	3388194
smart9n/full/neb/1	Flu-A-H3N2	0.47	2953	0.58	3504104
smart9n/full/neb/1	Flu-A-H1N1-NY	0.44	2769	0.46	2809057
smart9n/full/neb/1	SARS-CoV-2	0.42	2660	0.53	3222960
smart9n/full/neb/1	RSV-A	0.41	2615	0.42	2542236
smart9n/full/neb/1	HPIV-4	0.07	451	0.08	496862
smart9n/full/neb/2	unclassified	81.85	325753	79.17	286509940
smart9n/full/neb/2	AdV-3	6.18	24614	6.86	24834652
smart9n/full/neb/2	AdV-1	2.44	9708	2.53	9161565
smart9n/full/neb/2	HPIV-2	1.44	5714	1.76	6366983
smart9n/full/neb/2	ambiguous	1.30	5186	1.78	6449068
smart9n/full/neb/2	Flu-A-H1N1-NC	0.90	3586	0.99	3582571
smart9n/full/neb/2	AdV-31	0.87	3456	0.82	2951457
smart9n/full/neb/2	HPIV-3	0.82	3268	1.17	4218886
smart9n/full/neb/2	Flu-B	0.58	2319	0.56	2014023
smart9n/full/neb/2	HCoV-229E	0.53	2116	0.65	2335216
smart9n/full/neb/2	HRV-1A	0.51	2035	0.56	2017352
smart9n/full/neb/2	HMPV	0.47	1879	0.55	1991514
smart9n/full/neb/2	HPIV-1	0.46	1819	0.69	2496195
smart9n/full/neb/2	SARS-CoV-2	0.44	1764	0.56	2027537
smart9n/full/neb/2	Flu-A-H3N2	0.41	1638	0.53	1920865
smart9n/full/neb/2	Flu-A-H1N1-NY	0.37	1484	0.40	1463447
